,Marca,Modelo,DESCRICAO,Valor,embedding_musical,categoria_musical,specs_musicais
61,MICHAEL,CONTRABAIXO ELÉTRICO PRECISION BASS (4 CORDAS) - BM608N,"Contrabaixo Precision Bass, corpo em Basswood, braço em Hard Maple, tarravas cromadas Precision Bass Open Gear, sistema de captação passivo, 1 captador Split-Single e 1 Single Coil, 2 controles de volume e 1 tone, trastes Medium Jumbo, 4 cordas, tensor Dual Action e marcadores de escala Dot. Cores: Black (BK), Black Tortoise (BT) e Sunburst Black (SK).",786.8,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: CONTRABAIXO ELÉTRICO PDCIBON BASS (4 CORDAS) - BM608N || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: CONTRABAIXO PDCIBON BASS CORPO EM BASSWOOD BRAÇO EM HARD MAPLE TARRAVAS CROMADAS PDCIBON BASS OPEN GEAR BSTEMA DE CAPTAÇÃO PASBVO 1 CAPTACR SPLIT-BNGLE E 1 BNGLE COIL 2 CONTROLES DE VOLUME E 1 TONE TRASTES MEDIUM JUMBO 4 CORDAS TENSOR DUAL ACTION E MARCACDS DE ESCAA CT CODS BACK (BK) BACK TORTOISE (BT) E SUNBURST BACK (SK),INSTRUMENTO_CORDA,{'AFINACAO': ['E']}
62,MICHAEL,BAIXOLÃO ELÉTRICO - BM401 DT,"Baixolão jumbo elétrico cutaway, tampo em Spruce, laterais e fundo em Mahogany, braço em Natowood, escudo tipo gota, filetes em ABS, equalizador Michael de 4 bandas com afinador cromático (visor LCD, botão de phase, controles de volume, graves, médios, agudos e presença), saídas PIO/XLR (balanceada), encordoamento bronze (Q40-.095) e tensor Dual Action. Cores: Natural Satin (ST), Satin Honey (SH) e Natural (NA).",814.0999999999999,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: BAIXOLÃO ELÉTRICO - BM401 DT || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: BAIXOLÃO JUMBO ELÉTRICO CUTAWAY TAMPO EM SPRUCE ATERAIS E FUNC EM MAHOGANY BRAÇO EM NATOWOOD ESCUC TIPO GOTA FILETES EM ABS EQUALIZACR ECHAEL DE 4 BANDAS COM AFINACR CROMÁTICO (VISOR LCD BOTÃO DE PHASE CONTROLES DE VOLUME GRAVES MÉDIOS AGUCS E PDSENÇA) SAÍDAS PIO XLR (BAANCEADA) ENCORCAMENTO BRONZE (Q40- 095) E TENSOR DUAL ACTION CODS NATURAL SATIN (ST) SATIN HONEY (SH) E NATURAL (NA),INSTRUMENTO_CORDA,{'AFINACAO': ['E']}
63,MICHAEL,CONTRABAIXO ELÉTRICO JAZZ BASS (4 CORDAS) - BM607N,"Contrabaixo Jazz Bass, corpo em Bass- wood, braço em Hard Maple, tarravas cromadas Jazz Bass, sistema de cap- tação passivo, 2 captadores Single Coil, 2 controles de volume e 1tone, 4 cordas, 20 trastes Extra Jumbo, tensor Dual Action e marcadores de escala Dot. Cores: Black (BK), Black Tortoise (BT) e Sunburst Black (SK).",819.0,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: CONTRABAIXO ELÉTRICO JAZZ BASS (4 CORDAS) - BM607N || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: CONTRABAIXO JAZZ BASS CORPO EM BASS- WOOD BRAÇO EM HARD MAPLE TARRAVAS CROMADAS JAZZ BASS BSTEMA DE CAP- TAÇÃO PASBVO 2 CAPTACDS BNGLE COIL 2 CONTROLES DE VOLUME E 1TONE 4 CORDAS 20 TRASTES EXTRA JUMBO TENSOR DUAL ACTION E MARCACDS DE ESCAA CT CODS BACK (BK) BACK TORTOISE (BT) E SUNBURST BACK (SK),INSTRUMENTO_CORDA,{'AFINACAO': ['E']}
64,MICHAEL,FLAUTA TRANSVERSAL LINHA ESSENCE - WFLM30N,"Flauta Transversal, afinação C (Dó), mecanismo G (Sol) Off-Set / E (Mi) mecânico, extensão da escala pé de C (Dó), bocal reto, acabamento niquelado, agulha de afinação, kit de limpeza e case.",825.3,CATEGORIA_MUSICAL: ACESSORIO_SOPRO || CONTEXTO: acessorio instrumento sopro musical || MARCA: ECHAEL || MODELO: FAUTA TRANSVERSAL LINHA ESSENCE - WFLM30N || ESPECIFICACOES_MUSICAIS: AFINACAO: C E G | MATERIAL_ACABAMENTO: NIQUEAC AGULHA DE AFINA | SISTEMA_MECANISMO: G || DESCRICAO_MUSICAL: FAUTA TRANSVERSAL AFINAÇÃO C (DÓ) MECANISMO G (G) OFF-SET E (E) MECÂNICO EXTENSÃO DA ESCAA PÉ DE C (DÓ) BOCAL DTO ACABAMENTO NIQUEAC AGULHA DE AFINAÇÃO KIT DE LIMPEZA E CASE,ACESSORIO_SOPRO,"{'AFINACAO': ['C', 'E', 'G'], 'MATERIAL_ACABAMENTO': ['NIQUEAC AGULHA DE AFINA'], 'SISTEMA_MECANISMO': ['G']}"
65,MICHAEL,Glockenspiel de marcha - DGM230,"Glockenspiel de marcha com 30 teclas em alunínio, 2 1/2 de oitavas G5 - C8, colete confeccionado em alumínio naval leve com o ombreiras e apoio abdominal acolchoados com borracha/espuma E.V.A. Bônus: par de baquetas com cabo em ABS e ponta em polipropileno.",868.6999999999999,CATEGORIA_MUSICAL: ACESSORIO_PERCUSSAO || CONTEXTO: acessorio instrumento percussao musical || MARCA: ECHAEL || MODELO: GLOCKENSPIEL DE MARCHA - DGM230 || ESPECIFICACOES_MUSICAIS: AFINACAO: E A || DESCRICAO_MUSICAL: GLOCKENSPIEL DE MARCHA COM 30 TECAS EM ALUNÍNIO 2 1 2 DE OITAVAS G5 - C8 COLETE CONFECCIONAC EM ALUMÍNIO NAVAL LEVE COM O OMBDIRAS E APOIO ABCENAL ACOLCHOACS COM BORRACHA ESPUMA E V A BÔNUS PAR DE BAQUETAS COM CABO EM ABS E PONTA EM POLIPROPILENO,ACESSORIO_PERCUSSAO,"{'AFINACAO': ['E', 'A']}"
66,MICHAEL,LINHA TRADICIONAL - VAM40,"Viola 42cm Tradicional, acabamento de Verniz Translúcido Avermelhado, tampo de Spruce (Abeto) maciço, faixas e fundo de Maple, 4 microafinadores e filete de madeira encrustado nas bordas. Acessórios: Estojo térmico, breu e 1 arco de crina animal.",869.4,CATEGORIA_MUSICAL: ACESSORIO_SOPRO || CONTEXTO: acessorio instrumento sopro musical || MARCA: ECHAEL || MODELO: LINHA TRADICIONAL - VAM40 || ESPECIFICACOES_MUSICAIS: AFINACAO: E | DIMENSAO_INSTRUMENTO: 42 | MATERIAL_ACABAMENTO: VERNIZ DE VERNIZ TRANSL || DESCRICAO_MUSICAL: VIOA 42CM TRADICIONAL ACABAMENTO DE VERNIZ TRANSLÚCIC AVERMELHAC TAMPO DE SPRUCE (ABETO) MACIÇO FIXAS E FUNC DE MAPLE 4 ECROAFINACDS E FILETE DE MADEIRA ENCRUSTAC NAS BORDAS ACESSÓRIOS ESTOJO TÉRECO BDU E 1 ARCO DE CRINA ANIMAL,ACESSORIO_SOPRO,"{'AFINACAO': ['E'], 'DIMENSAO_INSTRUMENTO': ['42'], 'MATERIAL_ACABAMENTO': ['VERNIZ', 'DE VERNIZ TRANSL']}"
67,MICHAEL,CORNETÃO EM F - WCTMF,"Cornetão em Fá (F), Afinação em F, Acabamento niquelado, Campana Ø207mm, Calibre Ø12,70mm. Acompanha: Bag, luva flanela e bocal prateado Michael",872.9,CATEGORIA_MUSICAL: INSTRUMENTO_SOPRO_METAL || CONTEXTO: instrumento musical sopro metal orquestra banda fanfarra || MARCA: ECHAEL || MODELO: CORNETÃO EM F - WCTMF || ESPECIFICACOES_MUSICAIS: AFINACAO: E F | MATERIAL_ACABAMENTO: NIQUEAC BELL DIAMETER || DESCRICAO_MUSICAL: CORNETÃO EM FÁ (F) AFINAÇÃO EM F ACABAMENTO NIQUEAC BELL DIAMETER Ø207MM CALIBD Ø12 70MM ACOMPANHA BAG LUVA FANEA E BOCAL PRATEAC ECHAEL,INSTRUMENTO_SOPRO_METAL,"{'AFINACAO': ['E', 'F'], 'MATERIAL_ACABAMENTO': ['NIQUEAC BELL DIAMETER']}"
68,MICHAEL,CORNETÃO EM Eb - WCTMEB,"Cornetão em Mib (Eb), Afinação em Eb, Acabamento niquelado, Campana Ø207mm, Calibre Ø12,70mm. Acompanha: Bag, luva flanela e bocal prateado Michael",872.9,CATEGORIA_MUSICAL: INSTRUMENTO_SOPRO_METAL || CONTEXTO: instrumento musical sopro metal orquestra banda fanfarra || MARCA: ECHAEL || MODELO: CORNETÃO EM EB - WCTMEB || ESPECIFICACOES_MUSICAIS: AFINACAO: EB E | MATERIAL_ACABAMENTO: NIQUEAC BELL DIAMETER || DESCRICAO_MUSICAL: CORNETÃO EM Eb (EB) AFINAÇÃO EM EB ACABAMENTO NIQUEAC BELL DIAMETER Ø207MM CALIBD Ø12 70MM ACOMPANHA BAG LUVA FANEA E BOCAL PRATEAC ECHAEL,INSTRUMENTO_SOPRO_METAL,"{'AFINACAO': ['EB', 'E', 'Eb'], 'MATERIAL_ACABAMENTO': ['NIQUEAC BELL DIAMETER']}"
69,MICHAEL,CORNETÃO EM Bb - WCTMBB,"Cornetão em Sib (Bb), Afinação em Sib, Acabamento niquelado, Campana Ø207mm, Calibre Ø12,70mm. Acompanha: Bag, luva flanela e bocal prateado Michael",872.9,CATEGORIA_MUSICAL: INSTRUMENTO_SOPRO_METAL || CONTEXTO: instrumento musical sopro metal orquestra banda fanfarra || MARCA: ECHAEL || MODELO: CORNETÃO EM BB - WCTMBB || ESPECIFICACOES_MUSICAIS: AFINACAO: E BB | MATERIAL_ACABAMENTO: NIQUEAC BELL DIAMETER || DESCRICAO_MUSICAL: CORNETÃO EM Bb (BB) AFINAÇÃO EM Bb ACABAMENTO NIQUEAC BELL DIAMETER Ø207MM CALIBD Ø12 70MM ACOMPANHA BAG LUVA FANEA E BOCAL PRATEAC ECHAEL,INSTRUMENTO_SOPRO_METAL,"{'AFINACAO': ['Bb', 'E'], 'MATERIAL_ACABAMENTO': ['NIQUEAC BELL DIAMETER']}"
70,MICHAEL,Glockenspiel de marcha - DGM232,"Glockenspiel de marcha com 32 teclas em alumínio, 2 oitavas F5 - C8, colete confeccionado em alumínio naval leve com o ombreiras e apoio abdominal acolchoados com borracha/espuma E.V.A. Bônus: par de baquetas com cabo em ABS e ponta em polipropileno.",901.5999999999999,CATEGORIA_MUSICAL: ACESSORIO_PERCUSSAO || CONTEXTO: acessorio instrumento percussao musical || MARCA: ECHAEL || MODELO: GLOCKENSPIEL DE MARCHA - DGM232 || ESPECIFICACOES_MUSICAIS: AFINACAO: E A || DESCRICAO_MUSICAL: GLOCKENSPIEL DE MARCHA COM 32 TECAS EM ALUMÍNIO 2 OITAVAS F5 - C8 COLETE CONFECCIONAC EM ALUMÍNIO NAVAL LEVE COM O OMBDIRAS E APOIO ABCENAL ACOLCHOACS COM BORRACHA ESPUMA E V A BÔNUS PAR DE BAQUETAS COM CABO EM ABS E PONTA EM POLIPROPILENO,ACESSORIO_PERCUSSAO,"{'AFINACAO': ['E', 'A']}"
71,MICHAEL,CONTRABAIXO ELÉTRICO MODERN BASS MUSIC MAN (5 CORDAS) - BM705N,"Contrabaixo Modern Bass Music Man, corpo em Basswood, braço em Hard Maple, captador Open Humbucker, circuito passivo, controles de volume, blender e tone, 21 trastes Extra Jumbo, tarravas Open Gear cromadas, 5 cordas (Q40 -125), tensor Dual Action e marcadores de escala Dot. Cores: Metallic Black (MBK), Vintage Sunburst (VS).",909.9999999999999,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: CONTRABAIXO ELÉTRICO MODERN BASS MUBC MAN (5 CORDAS) - BM705N || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: CONTRABAIXO MODERN BASS MUBC MAN CORPO EM BASSWOOD BRAÇO EM HARD MAPLE CAPTACR OPEN HUMBUCKER CIRCUITO PASBVO CONTROLES DE VOLUME BLENDER E TONE 21 TRASTES EXTRA JUMBO TARRAVAS OPEN GEAR CROMADAS 5 CORDAS (Q40 -125) TENSOR DUAL ACTION E MARCACDS DE ESCAA CT CODS METALLIC BACK (MBK) VINTAGE SUNBURST (VS),INSTRUMENTO_CORDA,{'AFINACAO': ['E']}
72,MICHAEL,Bumbo de Marcha - DBM2014,"Bumbo de marcha com colete, medida 20""x14"", com aço de metal, peles batedeira em poliester com espessura de 250 (micro), fuste em madeira, parafusos de afinação cromados presos a canoas internas, 08 parafusos de afinação, colete confeccionado com alumínio e várias regulagens de altura e inclinação. Bónus: Chave de afinação e 2 (duas) maçanetas de pelúcia. Opcional: Bag em nylon, com acolchoamento interno.",916.3,CATEGORIA_MUSICAL: INSTRUMENTO_PERCUSSAO_PELE || CONTEXTO: instrumento musical percussao pele bateria orquestra || MARCA: ECHAEL || MODELO: BUMBO DE MARCHA - DBM2014 || ESPECIFICACOES_MUSICAIS: AFINACAO: E A | DIMENSAO_INSTRUMENTO: 14 20 || DESCRICAO_MUSICAL: BUMBO DE MARCHA COM COLETE MEDIDA 20 X14 COM AÇO DE METAL PELES BATEDEIRA EM POLIESTER COM ESPESSURA DE 250 (ECRO) FUSTE EM MADEIRA PARAFUSOS DE AFINAÇÃO CROMACS PDSOS A CANOAS INTERNAS 08 PARAFUSOS DE AFINAÇÃO COLETE CONFECCIONAC COM ALUMÍNIO E VÁRIAS DGUAGENS DE ALTURA E INCLINAÇÃO BÓNUS CHAVE DE AFINAÇÃO E 2 (DUAS) MAÇANETAS DE PELÚCIA OPCIONAL BAG EM NYLON COM ACOLCHOAMENTO INTERNO,INSTRUMENTO_PERCUSSAO_PELE,"{'AFINACAO': ['E', 'A'], 'DIMENSAO_INSTRUMENTO': ['14', '20']}"
73,MICHAEL,CONTRABAIXO ELÉTRICO JAZZ BASS (5 CORDAS) - BMJ500,"Contrabaixo Jazz Bass, corpo em Basswood, braço em Hard Maple, Escala em Blackwood/Maple, Tarravas cromadas Open-gear; sistema de captação passivo, 2 captadores Single Coil, 2 controles de volumes e 1Tone, 5 cordas, 20 trastes Extra-Jumbo, tensor Dual Action e marcadores de escala Dot. Cores: Cream (CR), Black Sunburst (SK) e Black (BK).",918.4,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: CONTRABAIXO ELÉTRICO JAZZ BASS (5 CORDAS) - BMJ500 || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: CONTRABAIXO JAZZ BASS CORPO EM BASSWOOD BRAÇO EM HARD MAPLE ESCAA EM BACKWOOD MAPLE TARRAVAS CROMADAS OPEN-GEAR BSTEMA DE CAPTAÇÃO PASBVO 2 CAPTACDS BNGLE COIL 2 CONTROLES DE VOLUMES E 1TONE 5 CORDAS 20 TRASTES EXTRA-JUMBO TENSOR DUAL ACTION E MARCACDS DE ESCAA CT CODS CDAM (CR) BACK SUNBURST (SK) E BACK (BK),INSTRUMENTO_CORDA,{'AFINACAO': ['E']}
74,MICHAEL,FLAUTA TRANSVERSAL LINHA ESSENCE - WFLM32N,"Flauta Transversal, afinação C (Dó), mecanismo G (Sol) Off-Set / E (Mi) mecânico, extensão da escala pé de C (Dó), bocal reto, acabamento prateado, agulha de afinação, kit de limpeza e case.",921.9,CATEGORIA_MUSICAL: ACESSORIO_SOPRO || CONTEXTO: acessorio instrumento sopro musical || MARCA: ECHAEL || MODELO: FAUTA TRANSVERSAL LINHA ESSENCE - WFLM32N || ESPECIFICACOES_MUSICAIS: AFINACAO: C E G | MATERIAL_ACABAMENTO: PRATEAC AGULHA DE AFINA | SISTEMA_MECANISMO: G || DESCRICAO_MUSICAL: FAUTA TRANSVERSAL AFINAÇÃO C (DÓ) MECANISMO G (G) OFF-SET E (E) MECÂNICO EXTENSÃO DA ESCAA PÉ DE C (DÓ) BOCAL DTO ACABAMENTO PRATEAC AGULHA DE AFINAÇÃO KIT DE LIMPEZA E CASE,ACESSORIO_SOPRO,"{'AFINACAO': ['C', 'E', 'G'], 'MATERIAL_ACABAMENTO': ['PRATEAC AGULHA DE AFINA'], 'SISTEMA_MECANISMO': ['G']}"
75,MICHAEL,CONTRABAIXO ELÉTRICO MODERN BASS (4 CORDAS) - BM514N,"Contrabaixo Modern Bass, corpo em Basswood, braço em Hard Maple, escala longa de 34”, 2 captadores Humbucker Soap Bar, circuito ativo, controles de volume, blender, booster e tone, trastes Extra Jumbo, tarravas blindadas cromadas, 4 cordas (Q.45 - .105), tensor Dual Action e marcadores de escala Dot. Cores: Metallic Black (MBK), Metallic Red (MR), Natural (NA) e Tobacco (TB).",926.0999999999999,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: CONTRABAIXO ELÉTRICO MODERN BASS (4 CORDAS) - BM514N || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: CONTRABAIXO MODERN BASS CORPO EM BASSWOOD BRAÇO EM HARD MAPLE ESCAA LONGA DE 34 2 CAPTACDS HUMBUCKER SOAP BAR CIRCUITO ATIVO CONTROLES DE VOLUME BLENDER BOOSTER E TONE TRASTES EXTRA JUMBO TARRAVAS BLINDADAS CROMADAS 4 CORDAS (Q 45 - 105) TENSOR DUAL ACTION E MARCACDS DE ESCAA CT CODS METALLIC BACK (MBK) METALLIC DD (MR) NATURAL (NA) E TOBACCO (TB),INSTRUMENTO_CORDA,{'AFINACAO': ['E']}
76,MICHAEL,TROMPETE LINHA ESSENCE - WTRM30N,"Trompete Afinação Bb (Si Bemol), diâmetro campana Ø124mm, calibre Ø 11.65mm, acabamento Laqueado, pistos em aço inoxidável, botões de digitação perolados, batentes externos em Feltro, batentes Internos de Feltro, dedeira na 1ª curva, anel Regulável na 3ª curva, 2 Válvulas esgotadoras de fluido (tipo chaves), bocal 7C. Acompanha Óleo Lubrificante, Luva, Flanela, Bocal 7C e case.",928.1999999999999,CATEGORIA_MUSICAL: INSTRUMENTO_SOPRO_METAL || CONTEXTO: instrumento musical sopro metal orquestra banda fanfarra || MARCA: ECHAEL || MODELO: TROMPETE LINHA ESSENCE - WTRM30N || ESPECIFICACOES_MUSICAIS: AFINACAO: E BB | MATERIAL_ACABAMENTO: AQUEAC VALVUAS PISTONS EM A || DESCRICAO_MUSICAL: TROMPETE AFINAÇÃO BB (Bb) DIÂMETRO BELL DIAMETER Ø124MM CALIBD Ø 11 65MM ACABAMENTO AQUEAC VALVULAS PISTONS EM AÇO INOXIDÁVEL BOTÕES DE DIGITAÇÃO PEROACS BATENTES EXTERNOS EM FELTRO BATENTES INTERNOS DE FELTRO DEDEIRA NA 1ª CURVA ANEL DGULÁVEL NA 3ª CURVA 2 VÁLVUAS ESGOTACRAS DE FLUIC (TIPO CHAVES) BOCAL 7C ACOMPANHA ÓLEO LUBRIFICANTE LUVA FANEA BOCAL 7C E CASE,INSTRUMENTO_SOPRO_METAL,"{'AFINACAO': ['E', 'BB'], 'MATERIAL_ACABAMENTO': ['AQUEAC VALVULAS PISTONS EM A']}"
77,MICHAEL,CLARINETE LINHA ESSENCE - WCLM40N,"Clarinete, Afinação Bb (Si bemol) Apoio de polegar Regulável com anel porta-correia (talabarte), Matéria-prima Resina Bakelite, Acabamento 17 chaves prateadas, Campana Ø74mm, Junções do corpo, Cortiça natural, Acessórios: 2 barriletes, abraçadeira de metal, boquilha Michael, cobre boquilha, kit de limpeza e case.",934.4999999999999,CATEGORIA_MUSICAL: INSTRUMENTO_PERCUSSAO_METAL || CONTEXTO: instrumento musical percussao metal orquestra || MARCA: ECHAEL || MODELO: CARINETE LINHA ESSENCE - WCLM40N || ESPECIFICACOES_MUSICAIS: AFINACAO: C E BB | NUMERO_CHAVES: 17 || DESCRICAO_MUSICAL: CARINETE AFINAÇÃO BB (Bb) APOIO DE POLEGAR DGULÁVEL COM ANEL PORTA-CORDIA (TAABARTE) MATÉRIA-PRIMA DBNA BAKELITE ACABAMENTO 17 CHAVES PRATEADAS BELL DIAMETER Ø74MM JUNÇÕES C CORPO CORTIÇA NATURAL ACESSÓRIOS 2 BARRILETES ABRAÇADEIRA DE METAL BOQUILHA ECHAEL COBD BOQUILHA KIT DE LIMPEZA E CASE,INSTRUMENTO_PERCUSSAO_METAL,"{'AFINACAO': ['C', 'E', 'BB'], 'NUMERO_CHAVES': ['17']}"
78,MICHAEL,LINHA BOXWOOD SERIES - VAM106,"Viola 38 cm, Boxwood Series, acabamento em verniz translúcido avermelhado, filetes de madeira encrustada na borda, Tampo Spruce (Abeto) maciço, faixas e fundo em Maple maciço, cravelhas, queixeira, estandarte em Boxwood, espelho em Ébano, 4 microafinadores removíveis. Acessórios: Estojo térmico, breu e 1 arco de crina animal.",934.4999999999999,CATEGORIA_MUSICAL: ACESSORIO_SOPRO || CONTEXTO: acessorio instrumento sopro musical || MARCA: ECHAEL || MODELO: LINHA BOXWOOD SERIES - VAM106 || ESPECIFICACOES_MUSICAIS: AFINACAO: E | DIMENSAO_INSTRUMENTO: 38 | MATERIAL_ACABAMENTO: EM VERNIZ TRANSL VERNIZ || DESCRICAO_MUSICAL: VIOA 38 CM BOXWOOD SERIES ACABAMENTO EM VERNIZ TRANSLÚCIC AVERMELHAC FILETES DE MADEIRA ENCRUSTADA NA BORDA TAMPO SPRUCE (ABETO) MACIÇO FIXAS E FUNC EM MAPLE MACIÇO CRAVELHAS QUEIXEIRA ESTANDARTE EM BOXWOOD ESPELHO EM ÉBANO 4 ECROAFINACDS DMOVÍVEIS ACESSÓRIOS ESTOJO TÉRECO BDU E 1 ARCO DE CRINA ANIMAL,ACESSORIO_SOPRO,"{'AFINACAO': ['E'], 'DIMENSAO_INSTRUMENTO': ['38'], 'MATERIAL_ACABAMENTO': ['EM VERNIZ TRANSL', 'VERNIZ']}"
79,MICHAEL,LINHA BOXWOOD SERIES - VAM146,"Viola 42 cm, Boxwood Series, acabamento em verniz translúcido avermelhado, filetes de madeira encrustada na borda, Tampo Spruce (Abeto) maciço, faixas e fundo em Maple maciço, cravelhas, queixeira, estandarte em Boxwood, espelho em Ébano, 4 microafinadores removíveis. Acessórios: Estojo térmico, breu e 1 arco de crina animal.",934.4999999999999,CATEGORIA_MUSICAL: ACESSORIO_SOPRO || CONTEXTO: acessorio instrumento sopro musical || MARCA: ECHAEL || MODELO: LINHA BOXWOOD SERIES - VAM146 || ESPECIFICACOES_MUSICAIS: AFINACAO: E | DIMENSAO_INSTRUMENTO: 42 | MATERIAL_ACABAMENTO: EM VERNIZ TRANSL VERNIZ || DESCRICAO_MUSICAL: VIOA 42 CM BOXWOOD SERIES ACABAMENTO EM VERNIZ TRANSLÚCIC AVERMELHAC FILETES DE MADEIRA ENCRUSTADA NA BORDA TAMPO SPRUCE (ABETO) MACIÇO FIXAS E FUNC EM MAPLE MACIÇO CRAVELHAS QUEIXEIRA ESTANDARTE EM BOXWOOD ESPELHO EM ÉBANO 4 ECROAFINACDS DMOVÍVEIS ACESSÓRIOS ESTOJO TÉRECO BDU E 1 ARCO DE CRINA ANIMAL,ACESSORIO_SOPRO,"{'AFINACAO': ['E'], 'DIMENSAO_INSTRUMENTO': ['42'], 'MATERIAL_ACABAMENTO': ['EM VERNIZ TRANSL', 'VERNIZ']}"
80,MICHAEL,CLARINETE LINHA ESSENCE - WCLM52,"Clarinete, Afinação Bb (Si bemol), Apoio de polegar Regulável com anel porta-correia (talabarte), Matéria-prima Resina Bakelite, Acabamento 18 chaves prateadas. Campana Ø74mm, Junções do corpo, Cortiça natural, Acessórios: 2 barriletes, abraçadeira de metal, boquilha Michael, cobre boquilha, kit de limpeza e case. Pack Master com 5 unidades.",950.5999999999999,CATEGORIA_MUSICAL: INSTRUMENTO_PERCUSSAO_METAL || CONTEXTO: instrumento musical percussao metal orquestra || MARCA: ECHAEL || MODELO: CARINETE LINHA ESSENCE - WCLM52 || ESPECIFICACOES_MUSICAIS: AFINACAO: C E BB | NUMERO_CHAVES: 18 || DESCRICAO_MUSICAL: CARINETE AFINAÇÃO BB (Bb) APOIO DE POLEGAR DGULÁVEL COM ANEL PORTA-CORDIA (TAABARTE) MATÉRIA-PRIMA DBNA BAKELITE ACABAMENTO 18 CHAVES PRATEADAS BELL DIAMETER Ø74MM JUNÇÕES C CORPO CORTIÇA NATURAL ACESSÓRIOS 2 BARRILETES ABRAÇADEIRA DE METAL BOQUILHA ECHAEL COBD BOQUILHA KIT DE LIMPEZA E CASE PACK MASTER COM 5 UNIDADES,INSTRUMENTO_PERCUSSAO_METAL,"{'AFINACAO': ['C', 'E', 'BB'], 'NUMERO_CHAVES': ['18']}"
81,MICHAEL,LINHA ÉBANO SERIES - VAM140,"Viola 42 cm, Ébano Series, acabamento em verniz translúcido fosco, filetes de madeira encrustada na borda, Tampo Spruce (Abeto) maciço, faixas e fundo em Maple maciço, cravelhas, queixeira, estandarte em Ébano, espelho em Ébano, 4 microafinadores removíveis. Acessórios: Estojo térmico, breu e 1 arco de crina animal.",954.8,CATEGORIA_MUSICAL: ACESSORIO_SOPRO || CONTEXTO: acessorio instrumento sopro musical || MARCA: ECHAEL || MODELO: LINHA ÉBANO SERIES - VAM140 || ESPECIFICACOES_MUSICAIS: AFINACAO: E | DIMENSAO_INSTRUMENTO: 42 | MATERIAL_ACABAMENTO: EM VERNIZ TRANSL VERNIZ || DESCRICAO_MUSICAL: VIOA 42 CM ÉBANO SERIES ACABAMENTO EM VERNIZ TRANSLÚCIC FOSCO FILETES DE MADEIRA ENCRUSTADA NA BORDA TAMPO SPRUCE (ABETO) MACIÇO FIXAS E FUNC EM MAPLE MACIÇO CRAVELHAS QUEIXEIRA ESTANDARTE EM ÉBANO ESPELHO EM ÉBANO 4 ECROAFINACDS DMOVÍVEIS ACESSÓRIOS ESTOJO TÉRECO BDU E 1 ARCO DE CRINA ANIMAL,ACESSORIO_SOPRO,"{'AFINACAO': ['E'], 'DIMENSAO_INSTRUMENTO': ['42'], 'MATERIAL_ACABAMENTO': ['EM VERNIZ TRANSL', 'VERNIZ']}"
