,Marca,Modelo,Descrição,Valor
971,Shure,MV51-DIG,"Microfone condensador digital, Cabo USB para Micro USB, cabo Micro B para USB-C de 1 metro e Micro B para Lightning de 1 metro, compativel com iOS e Computador/Android, com saida P2 stereo para fone de ouvido.
Kit de video + Microfone estereo digital e acessorios",1801.583969107313
972,Shure,MXC425DF,MXC425DF,1850.100594458893
973,Shure,SUPER 55,SUPER 55 - Microfone classico dinâmico supercardioide Unidyne para vocais. Acompanha bag para transporte. Equivalente ao Beta58A,1908.442536277788
974,Shure,NXN5,NXN5,1949.656265222935
975,Shure,MX153B/O-TQG,"MX153B/O-TQG - Microfone condensador omnidirecional headset preto (Black) para aplicações discretas como TV, palestras, teleconferência e outros. Acompanha espumas anti-puff e bag. Compatível com sistemas sem fio Shure. Tecnologia CommShield protege contra interferência de aparelhos RF de celular e transmissores bodypack digitais.",2001.811204774901
976,Shure,MX150B/C-TQG,"MX150B/C-TQG - Microfone condensador cardioide de lapela (lavalier) subminiatura preto para aplicações discretas como TV, palestras, teleconferência e outros. Acompanha clip, espuma anti-puff e bag. Compatível com sistemas sem fio Shure. Tecnologia CommShield protege contra interferência de aparelhos RF de celular e transmissores bodypack digitais.",2001.811665456591
977,Shure,MX150B/O-TQG,"MX150B/O-TQG - Microfone condensador omnidirecional de lapela (lavalier) subminiatura preto para aplicações discretas como TV, palestras, teleconferência e outros. Acompanha clip, espuma anti-puff e bag. Compatível com sistemas sem fio Shure. Tecnologia CommShield protege contra interferência de aparelhos RF de celular e transmissores bodypack digitais.",2001.811665954412
978,Shure,MX153T/O-TQG,"MX153T/O-TQG - Microfone condensador omnidirecional headset cor da pele (Tan - bege) para aplicações discretas como TV, palestras, teleconferência e outros. Acompanha espumas anti-puff e bag. Compatível com sistemas sem fio Shure. Tecnologia CommShield protege contra interferência de aparelhos RF de celular e transmissores bodypack digitais.",2001.811774154566
979,Shure,SE215-K-TW1,"Projetado após décadas de experiência com áudio, o AONIC 215 True Wireless com tecnologia Sound Isolating™ traz a qualidade de áudio premium da Shure. Surpreenda-se com o extremo conforto, o fit perfeito e a experiência de áudio incrível aonde quer que você vá. O Fone de Ouvido Sem Fio com Bluetooh AONIC215 foi desenhado com precisão para combinar nitidez com graves reforçados. Você escuta os agudos, os graves e tudo que há entre eles. Aprovados após anos e anos de performances ao vivo, são perfeitos para o seu dia a dia.",2044.759860297629
980,Shure,BLX2/B58-M15,BLX2/B58-M15,2057.762924887303
981,Shure,SLXD2/SM58-G58,SLXD2/SM58 - Transmissor Handheld (bastão) dinâmico cardioide SM58 para sistema sem fio. Frequência de 470~514 MHz. Pilhas AA.,2209.610432279493
982,Shure,NXN2,NXN2,2222.291125075248
983,Shure,NXN6,NXN6,2222.291125075248
984,Shure,BETA87A,BETA 87A - Microfone condensador supercardióide para vocais. Acompanha bag e cachimbo. Não acompanha cabo (Less Cable). Phantom Power requerido.,2222.908448556171
985,Shure,MX393/O,MX393/O - Microfone condensador cardiode de superficie (boundary) para ser usado em mesas de reuniões. Cabo XLR. Led indicador e botão liga/desliga.,2225.6166988016
986,Shure,MX392/C,"MX392/C - Microfone condensador cardiode de superficie (boundary) para ser usado em mesas de reuniões. Cabo de saída traseira, sem conexão XLR, 6 polos, Entrada LED Lógica TTL e saída de chave lógica TTL. Led indicador e botão liga/desliga.",2225.616699777241
987,Shure,SE425-CL,"SE425-CL - Fone de ouvido in-ear profissional para monitoramento. 2 drivers dinamicos. Resposta de Frequência de 20hz a 19.000hz. 22 Ohms. Sensibilidade 109 dB/mw. Cabo removível de 162 cm, conjunto de almofadas que bloqueiam até -37 dB de ruido externo, conector MMCX banhado a ouro. Case para transporte. Cabo para reposição EAC46 ou EAC64CL não incluído.",2241.310420512285
988,Shure,SM4-K KIT,SM4-K KIT,2246.897701864455
989,Shure,MV7-K,"Inspirado no lendário SM7B, o MV7 é um microfone dinâmico com saídas USB e XLR para uso com computadores e interfaces profissionais. Conecte-se via USB e explore os recursos de configuração adicionais e o modo de nível automático em nosso app ShurePlus ™ MOTIV, para controlar seu tom de voz e a distância do microfone. Com o modo de nível automático, você pode deixar o microfone fazer o trabalho por você.",2270.578000562538
990,Shure,MV88+DIG+VIDKIT,"Microfone condensador estéreo digital premium para gravação móvel de vídeo e áudio de alta fidelidade.O pacote inclui tripé Manfrotto PIXI, braçadeira de telefone e clipe de microfone, cabos USB-C e Lightning para uso com Android e iOS, com saida P2 stereo para fone de ouvido.",2270.578000562538
991,Shure,MV7-S,"Inspirado no lendário SM7B, o MV7 é um microfone dinâmico com saídas USB e XLR para uso com computadores e interfaces profissionais. Conecte-se via USB e explore os recursos de configuração adicionais e o modo de nível automático em nosso app ShurePlus ™ MOTIV, para controlar seu tom de voz e a distância do microfone. Com o modo de nível automático, você pode deixar o microfone fazer o trabalho por você.",2270.578000562539
992,Shure,BETA 91A,"BETA 91A - Microfone condensador tipo boundary half-cardióide para bumbo, piano e outras aplicações de baixas frequências. Chave para filtro médio-grave. Conexão XLR. Acompanha bag. Phantom Power requerido.",2282.744476781102
993,Shure,PA805SWB,Antena direcional para faixa aumentada e interferência reduzida conforme comparado a antenas de 1/2 onda omnidirecional. 470 - 952 MHz,2406.16114418285
994,Shure,PGADRUMKIT5,"PGADRUMKIT5 - Kit de microfone para bateria e percussão com 5 peças. PGA52, PGA57, PGA56(x3), 3 clamps, 1 cachimbo e 5 cabos XLR/XLR. Acompanha maleta para transporte.",2416.916181286855
995,Shure,GLXD4+BR=-Z3,Receptor de Mesa Digital Sem Fio de Banda Dupla,2474.3478210708
996,Shure,GLXD6+BR,Receptor Digital Sem Fio de Banda Dupla em Pedal de Guitarra,2474.3478210708
997,Shure,MV7+-K,MV7+-K,2522.864445055556
998,Shure,UA860SWB,"Antena omnidirecional UHF passiva de banda larga. Para uso com determinados produtos sem fio da Shure. Melhora muito a recepção do sinal sem fio de BLX4R, SLX, QLX-D, ULX-D, UHF-R e Sistemas Axient Wireless.
Padrão de recepção de dipolo omnidirecional",2526.627710031268
999,Shure,BLX24BR/PG58-M15,BLX24BR/PG58-M15 - Sistema sem fio com microfone dinâmico cardioide PGA58 para vocais. Handheld (bastão) BLX2 e base receptora BLX4. Frequência de 662~686 MHz. Contém fonte de alimentação PS24. Acompanha bag e cachimbo. Pilhas AA.,2556.486690969658
1000,Shure,BLX24BR/PG58-J10,Sistema sem fio com microfone dinâmico cardioide PGA58 para vocais. Handheld (bastão) BLX2 e base receptora BLX4. Frequência de 584~608 MHz. Contém fonte de alimentação PS24. Acompanha bag e cachimbo. Pilhas AA.,2556.486690969658
1001,Shure,GLXD1+=-Z3,Transmissor Bodypack Digital Sem Fio de Banda Dupla,2598.026706867243
1002,Shure,SLXD2/B58-G58,SLXD2/B58-G58 - Transmissor Handheld (bastão) dinâmico supercardioide BETA58 para sistema sem fio. Frequência de 470~514 MHz. Pilhas AA.,2612.222376181208
1003,Shure,SBH2350-WH,"Projetada após décadas de experiência com áudio profissional. Nada de fios ou de cabos, apenas música. Modo Ambiente, ouça o mundo ao seu redor com o toque de um botão. Noise Cancelling, ajustável elimina distrações e oferece uma experiência de áudio verdadeiramente imersiva. Até 20 horas de bateria, Significam áudio sem interrupções onde quer que esteja. Para responder chamadas, ajustar volume e dar play/pausar sua música e suporte a múltiplos codecs, incluindo Qualcomm aptX™, AAC e SBC. O app ShurePlus™ PLAY",2621.280622542764
1004,Shure,SBH2350-BK,"Projetada após décadas de experiência com áudio profissional. Nada de fios ou de cabos, apenas música. Modo Ambiente, ouça o mundo ao seu redor com o toque de um botão. Noise Cancelling, ajustável elimina distrações e oferece uma experiência de áudio verdadeiramente imersiva. Até 20 horas de bateria, Significam áudio sem interrupções onde quer que esteja. Para responder chamadas, ajustar volume e dar play/pausar sua música e suporte a múltiplos codecs, incluindo Qualcomm aptX™, AAC e SBC. O app ShurePlus™ PLAY",2621.283119883197
1005,Shure,MX412D/C,"MX412D/C - Microfone condensador cardioide gooseneck com cápsula de 30,5 cm com pre amplificador embutido usado em púlpitos, balcões, palanques e tribunas para palestras, avisos, oratórias e preleções. Possui LED indicador e botão liga/desliga. Acompanha base.",2639.034325813629
1006,Shure,MX418D/S,"MX418D/S - Microfone condensador supercardioide gooseneck com cápsula de 45,7 cm com pre amplificador embutido usado em púlpitos, balcões, palanques e tribunas para palestras, avisos, oratórias e preleções. Possui LED indicador e botão liga/desliga. Aompanha base.",2691.474515783415
1007,Shure,MX418D/C,"MX418D/C - Microfone condensador cardioide gooseneck com cápsula de 45,7 cm com pre amplificador embutido usado em púlpitos, balcões, palanques e tribunas para palestras, avisos, oratórias e preleções. Possui LED indicador e botão liga/desliga. Aompanha base.",2691.4766958469
1008,Shure,BLX14BR/P31-J10,"BLX14/P31-J10 - Sistema sem fio com microfone headset PGA31 condensador cardioide, bodypack BLX1 e base receptora BLX4. Frequência de 584~608 MHz. Contém fonte de alimentação PS24, clip para roupa e espuma windscreen. Pilhas AA.",2727.173399392226
1009,Shure,BLX14BR/P31-M15,"BLX14/P31-M15 - Sistema sem fio com microfone headset PGA31 condensador cardioide, bodypack BLX1 e base receptora BLX4. Frequência de 662~686 MHz. Contém fonte de alimentação PS24, clip para roupa e espuma windscreen. Pilhas AA.",2727.173399392226
1010,Shure,BLX14BR/CVL-J10,"BLX14BR/CVL-J10 - Sistema sem fio com microfone de lapela CVL condensador cardioide, bodypack BLX1 e base receptora BLX4. Frequência de 584~608 MHz. Contém fonte de alimentação PS24, clip de lapela e espuma windscreen. Pilhas AA.",2727.173399392226
1011,Shure,BLX14BR/CVL-M15,"BLX14BR/CVL-M15 - Sistema sem fio com microfone de lapela CVL condensador cardioide, bodypack BLX1 e base receptora BLX4. Frequência de 662~686 MHz. Contém fonte de alimentação PS24, clip de lapela e espuma windscreen. Pilhas AA.",2727.173399392226
1012,Shure,BLX14BR-M15,"BLX14BR-M15 - Sistema sem fio para instrumentos com cabo P10 para conectar direto à violões, guitarras, baixos e outros. Também pode ser usado para conectar outros microfones com TQG. Contém bodypack BLX1 e base receptora BLX4. Frequência de 662~686 MHz. Contém fonte de alimentação PS24 e cabo WA302 conector P10. Pilhas AA.",2727.173399392226
1013,Shure,BLX14BR-J10,"Sistema sem fio para instrumentos com cabo P10 para conectar direto à violões, guitarras, baixos e outros. bodypack BLX1 e base receptora BLX4. Frequência de 584~608 MHz. Contém fonte de alimentação, conector P10. Pilhas AA.",2727.173399392226
1014,Shure,BLX24BR/SM58-J10,BLX24BR/SM58-J10 - Sistema sem fio com microfone dinâmico cardioide SM58 para vocais. Handheld (bastão) BLX2 e base receptora BLX4. Frequência de 584~608 MHz. Contém fonte de alimentação PS24. Acompanha bag e cachimbo. Pilhas AA.,2782.974991387792
1015,Shure,BLX24BR/SM58-M15,Sistema sem fio com microfone dinâmico cardioide SM58 para vocais. Handheld (bastão) BLX2 e base receptora BLX4. Frequência de 662~686 MHz. Contém fonte de alimentação PS24. Acompanha bag e cachimbo. Pilhas AA.,2782.974991387792
1016,Shure,SBC240,SBC240,2805.602915153918
1017,Shure,BLX14BR/SM31-J10,"BLX14BR/SM31-J10 - Sistema sem fio com microfone headset SM31FH (Fitness Headset) condensador cardioide com construção hidrofóbica repelente de umidade, bodypack BLX1 e base receptora BLX4. Frequência de 584~608 MHz. Contém fonte de alimentação PS24, clip para roupa e espuma windscreen. Pilhas AA.",2847.978422621117
1018,Shure,BLX14BR/SM31-M15,"BLX14BR/SM31-M15 - Sistema sem fio com microfone headset SM31FH (Fitness Headset) condensador cardioide com construção hidrofóbica repelente de umidade, bodypack BLX1 e base receptora BLX4. Frequência de 662~686 MHz. Contém fonte de alimentação PS24, clip para roupa e espuma windscreen. Pilhas AA.",2847.978422621117
1019,Shure,MV7I,MV7I,2900.70810191705
1020,Shure,GLXD2+/SM58=-Z3,Transmissor Digital Sem Fio de Banda Dupla com Microfone SM58,2932.397387133509
1021,Shure,BLX14RBR-J10,"BLX14RBR-J10 - Sistema sem fio para instrumentos com cabo P10 para conectar direto à violões, guitarras, baixos e outros. bodypack BLX1 e base receptora BLX4R (para rack). Frequência de 584~608 MHz. Contém fonte de alimentação, kit para montagem em rack, duas antenas de ¼ de onda com dois adaptadores com dois cabos BNC de 55cm e cabo WA302 conector P10. Pilhas AA.",3057.591949437374
1022,Shure,BLX14RBR-M15,"BLX14RBR-M15 - Sistema sem fio para instrumentos com cabo P10 para conectar direto à violões, guitarras, baixos e outros. bodypack BLX1 e base receptora BLX4R (para rack). Frequência de 662~686 MHz. Contém fonte de alimentação, kit para montagem em rack, duas antenas de ¼ de onda com dois adaptadores com dois cabos BNC de 55cm e cabo WA302 com plug P10. Pilhas AA.",3057.591949437374
1023,Shure,VP83F,"Possui capacidade de gravação flash digital / playback (MicroSDHC), o microfone shotgun VP83F é compatível com câmeras DSLR e câmeras HD.",3109.939505989753
1024,Shure,BLX24BR/B58-J10,BLX24BR/B58-J10 - Sistema sem fio com microfone dinâmico supercardioide BETA58 para vocais. Handheld (bastão) BLX2 e base receptora BLX4. Frequência de 584~608 MHz. Contém fonte de alimentação PS24. Acompanha bag e cachimbo. Pilhas AA.,3238.782695979278
1025,Shure,BLX24BR/B58-M15,BLX24BR/B58-M15 - Sistema sem fio com microfone dinâmico supercardioide BETA58 para vocais. Handheld (bastão) BLX2 e base receptora BLX4. Frequência de 662~686 MHz. Contém fonte de alimentação PS24. Acompanha bag e cachimbo. Pilhas AA.,3238.782695979278
1026,Shure,DH5C/O-MTQG,"Leve e confortável de usar, o microfone headset DuraPlex DH5 oferece um som neutro e completo que elevará sua performance, fala, musical ou transmissão. Conte com o microfone headset DH5 nos ambientes mais adversos, graças ao seu cabo Shure Plex de longa duração e uma classificação IP57 certificada, o que significa que você está protegido contra água, suor, umidade, poeira e sujeira. Capture todos os momentos com confiança.",3260.714966959373
1027,Shure,DH5B/O-MTQG,"Lightweight and comfortable to wear, the DuraPlex DH5 headset microphone offers a neutral, full sound that will lift your performance, speech, musical, or broadcast. Rely on the DH5 headset microphone in the harshest environments, thanks to its long-lasting Shure Plex cable and a certified IP57 rating, which means you’re protected against water, sweat, moisture, dust, and dirt. Capture every moment with confidence.",3260.714966959373
1028,Shure,BLX24RBR/SM58-M15,"BLX24RBR/SM58-M15 - Sistema sem fio com microfone dinâmico cardioide SM58 para vocais. Handheld (bastão) BLX2 e base receptora BLX4R (para rack). Frequência de 662~686 MHz. Contém fonte de alimentação, kit para montagem em rack, duas antenas de ¼ de onda com dois adaptadores com dois cabos BNC de 55cm. Pilhas AA.",3286.183726847912
1029,Shure,SM39-TQG,SM39-TQG,3316.000737273479
1030,Shure,UA874WB,UA874WB,3325.511251973399
1031,Shure,GLXD2+/B58=-Z3,Transmissor Digital Sem Fio de Banda Dupla com Microfone BETA58A,3368.384066051213
1032,Shure,SLXD2/B87A-G58,SLXD2/B87A-G58 - Transmissor Handheld (bastão) condensador supercardioide BETA87A para sistema sem fio. Frequência de 470~514 MHz. Pilhas AA.,3385.744536118364
1033,Shure,SM7B,"SM7B - Microfone dinâmico cardióide para locuções de Gamers, Streamings, Youtubers, Podcasts, Rádio, Televisão e broadcast em geral. Possui chave de atenuação de graves e acento frequências médias, (retirar placa traseira para visualizar).",3394.493463835122
1034,Shure,DH5B/O-LM3,"Leve e confortável de usar, o microfone headset DuraPlex DH5 oferece um som neutro e completo que elevará seu desempenho, fala, música ou transmissão. Confie no microfone fone de ouvido DH5 nos ambientes mais adversos, graças ao seu cabo Shure Plex de longa duração e uma classificação IP57 certificada, o que significa que você está protegido contra água, suor, umidade, poeira e sujeira. Capture cada momento com confiança.",3422.351933862982
1035,Shure,DH5C/O-LM3,"Leve e confortável de usar, o microfone headset DuraPlex DH5 oferece um som neutro e completo que elevará sua performance, fala, musical ou transmissão. Conte com o microfone headset DH5 nos ambientes mais adversos, graças ao seu cabo Shure Plex de longa duração e uma classificação IP57 certificada, o que significa que você está protegido contra água, suor, umidade, poeira e sujeira. Capture todos os momentos com confiança.",3422.351933862982
1036,Shure,GLXD4R+BR,Receptor de Meio Rack Digital Sem Fio de Banda Dupla,3436.67120644586
1037,Shure,SE535-CL,"SE535-CL - fone de ouvido in-ear profissional para monitoramento. 3 drivers dinamicos. Resposta de Frequência de 18hz a 19.000hz. 36 Ohms. Sensibilidade 119 dB/mw. Cabo removível de 162 cm, conjunto de almofadas que bloqueiam até -37 dB de ruido externo, conector MMCX banhado a ouro. Case para transporte. Cabo para reposição EAC46 ou EAC64CL não incluído.",3530.325665155458
1038,Shure,SLXD4-G58,"SLXD4-G58 - Receptor digital para sistema sem fio Simples (meia unidade de rack). Frequência de 470~514 MHz. Contém fonte de alimentação. Kit para montagem em rack, 2 antenas de ¼ de ondas com 2 adaptadores com 2 cabos BNC de 55cm.",3623.507495115438
1039,Shure,BLX14RBR/W93-M15,"BLX14RBR/W93-M15 - Sistema sem fio com microfone de lapela WL93 condensador omnidirecional, bodypack BLX1 e base receptora BLX4R (para rack). Frequência de 662~686 MHz. Contém fonte de alimentação, kit para montagem em rack, duas antenas de ¼ de onda com dois adaptadores com dois cabos BNC de 55cm e bag. Pilhas AA.",3623.812681788626
1040,Shure,BLX24RBR/B58-J10,"BLX24RBR/B58-J10 - Sistema sem fio com microfone dinâmico supercardioide BETA58 para vocais. Handheld (bastão) BLX2 e base receptora BLX4R (para rack). Frequência de  584~608 MHz. Contém fonte de alimentação, kit para montagem em rack, duas antenas de ¼ de onda com dois adaptadores com dois cabos BNC de 55cm. Pilhas AA.",3623.812806690102
1041,Shure,BLX24RBR/B58-M15,"BLX24RBR/B58-M15 - Sistema sem fio com microfone dinâmico supercardioide BETA58 para vocais. Handheld (bastão) BLX2 e base receptora BLX4R (para rack). Frequência de 662~686 MHz. Contém fonte de alimentação, kit para montagem em rack, duas antenas de ¼ de onda com dois adaptadores com dois cabos BNC de 55cm. Pilhas AA.",3623.812806690102
1042,Shure,SM81-LC,"SM81-LC - Microfone condensador cardioide com anel de atenuação de -10dB e chave de HPF com 3 estágios. para coral, over de bateria, violino, cello e instrumentos em geral. acompanha estojo, espuma anti puff e cachimbo. Não acompanha cabo (Less Cable). Phantom Power requerido.",3692.83364111918
1043,Shure,BLX14RBR/W85-M15,"BLX14RBR/W85-M15 - Sistema sem fio com microfone de lapela WL185 condensador cardioide, bodypack BLX1 e base receptora BLX4R (para rack). Frequência de 662~686 MHz. Contém fonte de alimentação, kit para montagem em rack, duas antenas de ¼ de onda com dois adaptadores com dois cabos BNC de 55cm e bag. Pilhas AA.",3865.760743324527
1044,Shure,SLXD2/N8CB=-G58,SLXD2/N8CB=-G58,3982.491821612885
1045,Shure,QLXD2/SM58=-J50,"Com cápsula intercambiável do microfone SM58®, o Transmissor Sem Fio de Mão QLXD2/SM58 é ideal para vocal em espaços de apresentação, salas de show e templos religiosos.",4034.266962957533
1046,Shure,P9HW=,P9HW= - MONITOR PESSOAL BODYPACK COM FIO PSM 900 - SHURE,4454.092769607936
1047,Shure,GLXD24BR/SM58-Z2,"Sistema sem fio bastão com SM58. Inclui transmissor bastão GLXD2 com cápsula SM58, receptor GLXD4, fonte de alimentação PS42BR e bateria recarregável SB902, Cabo USB, bolsa de transporte e manual do usuário. Combina a tecnologia de ponta de gerenciamento de freqüências LINKFREQ com o recurso de recarga da bateria de íon de lítio, definindo um novo padrão para a operação perfeita e clareza de áudio digital.",4499.108260273832
1048,Shure,PGADRUMKIT7,"PGADRUMKIT7 - Kit de microfone para bateria e percussão com 7 peças. PGA52, PGA57, PGA56(x3), PGA81(x2), 3 clamps, 3 cachimbos e 7 cabos XLR/XLR. Acompanha maleta para transporte.",4608.704326646021
1049,Shure,GLXD14+BR,Sistema Bodypack Digital Sem Fio,4702.121045550271
1050,Shure,GLXD16+BR,Sistema Digital Sem Fio para Pedal de Guitarra,4702.121045550271
1051,Shure,MXW8 ,MXW8 ,4858.131281253947
1052,Shure,AD610BR,AD610BR - PONTOS DE ACESSO DIVERSITY SHOWLINK - SHURE,4986.68179156736
1053,Shure,ULXD2/SM58=-J50,ULXD2/SM58=-J50,5005.69898977051
1054,Shure,ULXD2/SM58-J50,ULXD2/SM58-J50,5005.702828280263
1055,Shure,ULXD2/SM58-G50,ULXD2/SM58-G50,5005.702829321049
1056,Shure,BLX288BR/PG58-M15,BLX288BR/PG58-M15 - Sistema sem fio duplo com microfone dinâmico cardioide PGA58 para vocais. 2 unidades de handheld (bastão) BLX2 e base receptora dupla BLX88. Frequência de 662~686 MHz. Contém fonte de alimentação PS24. Acompanha bag e cachimbo. Pilhas AA.,5010.035243533109
1057,Shure,BLX288BR/PG58-J10,BLX288BR/PG58-J10 - Sistema sem fio duplo com microfone dinâmico cardioide PGA58 para vocais. 2 unidades de handheld (bastão) BLX2 e base receptora dupla BLX88. Frequência de 584~608 MHz. Contém fonte de alimentação PS24. Acompanha bag e cachimbo. Pilhas AA.,5010.035244084181
1058,Shure,UA844+SWB-BR,"Parece que nunca há tanto tempo quanto você gostaria de fazer a passagem de som. É por isso que o Sistema de Distribuição de Antena UA844+SWB permite aumentar a potência de seus pares de antenas, oferecendo mais canais no ar em menos tempo de configuração. Assim, você pode configurá-lo, esquecê-lo e ter mais flexibilidade para garantir que tudo soe perfeito.",5059.59576668549
1059,Shure,BLX14RBR/MX53-J10,"BLX14RBR/MX53-J10 - Sistema sem fio com microfone headset MX153 cor da pele (Tan - bege) condensador omnidirecional, bodypack BLX1 e base receptora BLX4R (para rack). Frequência de 584~608 MHz. Contém fonte de alimentação, kit para montagem em rack, duas antenas de ¼ de onda com dois adaptadores com dois cabos BNC de 55cm e bag. Pilhas AA.",5067.770724452
1060,Shure,GLXD24BR/B58-Z2,"Sistema sem fio bastão com SM58. Inclui transmissor bastão GLXD2 com cápsula Beta58, receptor GLXD4, fonte de alimentação PS42BR e bateria recarregável SB902, Cabo USB, bolsa de transporte e manual do usuário. Combina a tecnologia de ponta de gerenciamento de freqüências LINKFREQ com o recurso de recarga da bateria de íon de lítio, definindo um novo padrão para a operação perfeita e clareza de áudio digital.",5191.278761854423
1061,Shure,P9RA+=-G6,P9RA+=-G6,5199.079334710252
1062,Shure,GLXD14+BR/PGA31,Sistema Digital Sem Fio Headset com Microfone Headset PGA31,5254.636874069404
1063,Shure,SLXD2/K8B-G58,SLXD2/K8B-G58 - Transmissor Handheld (bastão) dinâmico cardioide KSM8 Dualdyne para sistema sem fio. Frequência de 470~514 MHz. Pilhas AA.,5284.678035308341
1064,Shure,GLXD24+BR/SM58,Sistema Digital Sem Fio Handheld com Microfone Vocal SM58,5292.316556477669
1065,Shure,SBC840M-BR,O carregador em rede SBC840M fornece uma solução de armazenamento compacta e de carga para até 8 baterias SB910M. O carregador está habilitado para rede para permitir o monitoramento remoto de parâmetros de bateria e carregador usando o software Shure Wireless Workbench.,5391.127619075
1066,Shure,SLXD14-G58,"SLXD14-G58 - Sistema sem fio para instrumentos com cabo P10 para conectar violão, guitarra, baixo e outros. 1 un Bodypack SLXD1 e base receptora SLXD4. Frequência de 470~514 MHz. Contém fonte de alimentação. Acompanha kit para montagem em rack, 2 antenas de ¼ de onda com 2 adaptadores com 2 cabos BNC de 55cm. Cabo WA302 com plug P10. Pilhas AA.",5405.144601200194
1067,Shure,GLXD24+BR/B58,Sistema Digital Sem Fio Handheld com Microfone Vocal BETA58A,5416.727690698342
1068,Shure,GLXD14+BR/SM31,Sistema Digital Sem Fio Headset com Microfone Headset SM31,5429.525446731931
1069,Shure,GLXD14+BR/SM35,Sistema Digital Sem Fio Headset com Microfone Headset SM35,5645.32292986381
1070,Shure,NXN6-3PK,NXN6-3PK,5788.735512678177
1071,Shure,SLXD24/SM58-G58,SLXD24/SM58-G58,5817.267061364337
1072,Shure,ULXD2/B58=-J50,ULXD2/B58=-J50 - TRANSMISSOR DIGITAL PORTATIL COM CAPSULA BETA 58A - SHURE,5877.500345510593
1073,Shure,SLXD14/93-G58,"SLXD14/93-G58 - Sistema sem fio com microfone condensador omnidirecional de lapela WL93 para voz. 1 un bodypack SLXD1 e base receptora SLXD4. Frequência de 470~514 MHz. Contém fonte de alimentação PS24. Acompanha espuma antipuff. Kit para montagem em rack, duas antenas de ¼ de onda com dois adaptadores com dois cabos BNC de 55cm. Pilhas AA.",5881.098872538951
1074,Shure,ANIUSB-MATRIX,"A interface de rede de áudio conecta até 4 canais Dante e 1 saída analógica ao sistema de conferência de áudio e vídeo de uma sala via conexão USB. O mixer de matriz interno oferece roteamento flexível, permitindo que os usuários direcionem qualquer entrada para qualquer saída.",6181.836931695069
1075,Shure,SLXD14/85-G58,"SLXD14/85-G58 - Sistema sem fio com microfone condensador cardioide de lapela WL185 para voz. 1 un bodypack SLXD1 e base receptora SLXD4. Frequência de 470~514 MHz. Contém fonte de alimentação PS24. Acompanha espuma antipuff. Kit para montagem em rack, duas antenas de ¼ de onda com dois adaptadores com dois cabos BNC de 55cm. Pilhas AA.",6235.72987129665
1076,Shure,SLXD14/SM35-G58,"SLXD14/SM35-G58 - Sistema sem fio com microfone headset condensador cardioide SM35 para vocal. 1 un bodypack SLXD1 e base receptora SLXD4. Frequência de 470~514 MHz. Contém fonte de alimentação PS24. Acompanha kit para montagem em rack, duas antenas de ¼ de onda com dois adaptadores com dois cabos BNC de 55cm. Pilhas AA.",6235.72987129665
1077,Shure,SLXD24/B58-G58,"SLXD24/B58-G58 - Sistema sem fio com microfone dinâmico cardioide BETA58A para vocais. 1 un handheld (bastão) SLXD2 e 1 base receptora SLXD4. Frequência de 470~514 MHz. Contém fonte de alimentação. Kit para montagem em rack, 2 antenas de ¼ de ondas com 2 adaptadores com 2 cabos BNC de 55cm. Pilhas AA.",6235.72987129665
1078,Shure,P3TBRR112GR-G20,"P3TBRR112GR-G20 - Sistema PSM300 in-ear de monitoramento sem fio com fone SE112-GR, 1 un receptora P3R bodypack de plástico e 1 un trasmissora P3T. Contém fonte de alimentação. Kit para montagem em rack, 1 antena de ¼ de onda. Pilhas AA.",6235.729875924409
1079,Shure,P3TARR112GR-K12,"Sistema PSM300 in-ear de monitoramento sem fio com fone SE112-GR, 1 un receptora P3R bodypack de plástico e 1 un trasmissora P3T. Frequência 614~638 MHz. Contém fonte de alimentação. Kit para montagem em rack, 1 antena de ¼ de onda. Pilhas AA.",6235.729875924409
1080,Shure,GLXD24R+BR/SM58,Sistema Digital Sem Fio em Rack com Microfone Vocal SM58,6254.633946436428
1081,Shure,SLXD14/98H-G58,"SLXD14/98h-G58 - Sistema sem fio com microfone condensador cardioide com clip BETA98/h para instrumentos em geral. 1 un bodypack SLXD1 e base receptora SLXD4. Frequência de 470~514 MHz. Contém fonte de alimentação PS24. Acompanha kit para montagem em rack, duas antenas de ¼ de onda com dois adaptadores com dois cabos BNC de 55cm. Pilhas AA.",6462.370272731752
1082,Shure,GLXD24R+BR/B58,Sistema Vocal Sem Fio Digital Avançado GLX-D com Microfone Vocal BETA58A,6804.488490719176
1083,Shure,SLXD24/B87A-G58,"SLXD24/B87A-G58 - Sistema sem fio com microfone condensador supercardioide BETA87A para vocais. 1 un handheld (bastão) SLXD2 e 1 base receptora SLXD4. Frequência de 470~514 MHz. Contém fonte de alimentação. Kit para montagem em rack, 2 antenas de ¼ de ondas com 2 adaptadores com 2 cabos BNC de 55cm. Pilhas AA.",6993.401167300663
1084,Shure,SLXD4D-G58,"SLXD4D-G58 - Receptor digital para sistema sem fio Duplo (uma unidade de rack). Frequência de 470~514 MHz. Contém fonte de alimentação. Kit para montagem em rack, 2 antenas de ¼ de ondas com 2 adaptadores com 2 cabos BNC de 55cm.",7066.315141393102
1085,Shure,QLXD4=-J50,Receptor Digital Sem Fio Meio Rack QLXD4 detecta rapidamente as frequências abertas e as distribui para os transmissores via função de sincronização acionada por toque.,7081.426060641631
